job_title,company,location,category,contract_type,created_date,avg_salary,description,skills,skills_count,salary_available
Senior Data Engineer,Ascendion,"Bangalore, Karnataka",IT Jobs,,2025-11-30 09:47:29+00:00,, We’re Hiring – GCP Data Engineer (Senior & Lead) ☁️ Are you passionate about building scalable data solutions and working with cutting-edge cloud technologies? Join our Data Engineering Team as we expand and drive innovation!    Open Positions: Senior GCP Data Engineer (6–9 years) Lead GCP Data Engineer (9–12 years)  Location: Bangalore/Hyderabad/Pune/Chennai ⏰ Notice Period: Immediate to 15 Days Joiners Preferred! ⚡  Key Responsibilities: ✅ Design & implement data solutions using BigQuery and…,,0,0
Senior Data Engineer,ListenFirst,"Jaipur, Rajasthan",IT Jobs,,2025-11-27 09:44:32+00:00,,"Job Summary: We are looking for a skilled and motivated Senior Data Engineer with strong experience in data engineering and ETL processes. The ideal candidate should be comfortable working with any object-oriented programming language, possess strong SQL skills, and have hands-on experience with AWS services like S3 and Redshift. Experience in Ruby and working knowledge of Linux are a plus. Key Responsibilities: Design, build, and maintain robust ETL pipelines to handle large volumes of data. W…",sql,1,0
Data Governance Developer,Kanerika Inc,"Hyderabad, Telangana",IT Jobs,,2025-12-06 01:25:09+00:00,,"What You Will Do: As a Data Governance Developer at Kanerika, you will be responsible for building and managing metadata, lineage, and compliance frameworks across the organization’s data ecosystem. Key Responsibilities: - Set up and manage Microsoft Purview accounts, collections, and access controls (RBAC). - Integrate Purview with data sources: Azure Data Lake, Synapse, SQL DB, Power BI, Snowflake. - Schedule and monitor metadata scanning and classification jobs. - Implement and maintain coll…",sql,1,0
Senior Data Architect,Tredence Inc.,"Bangalore, Karnataka",IT Jobs,,2025-12-11 09:26:43+00:00,,"Designation: Senior Manager (Databricks Architect) Location: Bengaluru, Chennai, Kolkata, Gurugram, Pune and Hyderabad . Profile Summary : We are seeking an experienced professional who apart from the required mathematical and statistical expertise also possesses the natural curiosity and creative mind to ask questions, connect the dots, and uncover opportunities that lie hidden with the ultimate goal of realizing the data’s full potential. Roles and Responsibilities : Developing Modern Data Wa…",,0,0
Lead Data Engineer,Movate,"Bangalore, Karnataka",IT Jobs,,2025-12-12 09:50:47+00:00,,"Job title : Lead Data Engineer Location: Bangalore Experience: 6 Years Summary: We are seeking an experienced Data Lead to own and drive the design, development, and optimization of modern data platform using Snowflake & DBT. The candidate needs to have hands-on expertise with Snowflake, DBT, and PySpark, combined with strong data architecture, team leadership, and stakeholder management skills. Key Responsibilities: 1. Data Architecture & Strategy: Drive the design and implementation of the en…",,0,0
Lead Data Scientist,Chemplast Sanmar Limited,"Chennai, Tamil Nadu",IT Jobs,,2025-12-11 09:26:57+00:00,,"Lead Data Scientist Chennai HO Qualifications : – UG in Engineering/Economics/Mathematics/Statistics/ PG in Statistics/ Economics/Data Science/Computer Engineering/ Business management Experience : At least 10 yrs in Business Analytics / Data Science Job Content : To drive the business analytics team & provide strategic inputs on all the revenue generation and cost saving assignments. To aid the business in their decision making using qualitative, quantitative analysis & automation. Required to…",statistics,1,0
Data Team Lead,Addison Group,"Noida, Ghaziabad",IT Jobs,,2025-12-10 16:50:06+00:00,,"Role Overview AIM Consulting is seeking a highly skilled Senior Consultant with deep experience in Data Engineering and Data Quality to join our growing India team. This role will focus on building, testing and optimizing modern, cloud-based data platforms using AWS, Snowflake, dbtCloud, Python, and SQL. The ideal candidate combines strong engineering discipline with hands-on experience implementing automated data quality frameworks and scalable ingestion pipelines in enterprise environments. T…","python, sql",2,0
Data Quality Specialist,Orbia Pune,"Pune, Maharashtra",IT Jobs,,2025-12-06 09:42:31+00:00,,"We are currently looking for Data Quality Specialist to join a fast growing product based Organisation in Pune. If you are someone having strong experience and hands-on experience with data quality tools such as SAP Information Steward, Informatica DQ, Talend, Ataccama, or equivalent. ! We'd love to hear from you. Role: Data Quality Specialist Location: Baner, Pune Relevant Experience: At least 5 years in data quality management. Hands-on experience with data quality tools such as SAP Informati…",,0,0
Senior Data Engineer,GrowExx,"Ahmedabad, Gujarat",IT Jobs,,2025-12-14 10:22:08+00:00,,"About the Company Growexx is looking for a Lead Data Engineer to drive our data engineering, analytics, and AI initiatives. The ideal candidate will have strong hands-on expertise in Python, SQL, cloud platforms, workflow orchestration, and containerization, along with the ability to architect scalable data solutions and guide technical teams. This role requires strategic thinking, strong problem-solving skills, and cross-functional collaboration. About the Role Key Responsibilities Lead and me…","python, sql",2,0
Data Bricks Developer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-18 08:47:29+00:00,,"Role - Data Bricks Developer Experience - 5 - 15 years Location - PAN INDIA Job description Must Have Databricks: In-depth knowledge of Databricks, Spark, Delta Lake, and related technologies. Programming: Strong programming skills in Python, Scala, or Java. Data Engineering: Experience with data engineering, data warehousing, and ETL tools. Data Science: Experience with data science, machine learning, and statistical modeling. Communication: Excellent communication and collaboration skills. Go…","python, machine learning, excel",3,0
junior data scientist,SandSpace Technologies,"Andhra Pradesh, India",IT Jobs,,2025-12-18 02:35:52+00:00,,"Company Description Sandspace Technologies Pvt Ltd is a software development company dedicated to creating innovative software solutions that drive business growth for global enterprises. We focus on leveraging the latest technological advancements to help businesses achieve their goals. With a commitment to delivering high-quality services, we aim to expand the power of technology worldwide. Our mission is to empower organizations through technology, enabling them to thrive in an increasingly …",,0,0
Data Insights Analyst,Tata Consultancy Services,"Pune, Maharashtra",IT Jobs,,2025-12-20 09:00:18+00:00,,"About the Company The Data Insights Analyst leverages advanced analytical techniques to transform complex data into actionable business insights. This role partners closely with stakeholders to drive strategic initiatives, optimize processes, and support data-driven decision-making across the organization. About the Role This role involves gathering, cleaning, and integrating data from diverse sources to ensure high data quality and conducting in-depth data analysis to identify trends, patterns…",data analysis,1,0
Senior Data Engineer,Arcana,India,IT Jobs,,2025-12-10 16:51:36+00:00,,"Join our dynamic team at the forefront of cutting-edge technology as we seek a seasoned Senior Data Engineer. Embark on a journey where your deep-rooted expertise in computer science fundamentals, alongside an intricate understanding of data structures, algorithms, and system design, becomes the cornerstone of innovative solutions. This pivotal role not only demands your proficiency in developing and elevating compute and I/O-intensive applications but also ensures their peak performance and un…",,0,0
Data QA Engineer,Luxoft India,"Bangalore, Karnataka",IT Jobs,,2025-11-29 10:02:45+00:00,,"Project Description: Working within the client's test and government framework, you will be responsible for creating the automation framework to support all data warehousing progression and regression testing and fix the defects. Responsibilities: • Analyze and document test data, results, and recommendations. • Perform functional and non-functional testing for data validation between source and target DBs as per the business requirements using relevant Azure components such as Azure bricks, Az…",,0,0
GCP Data Engineer,PwC India,"Bangalore, Karnataka",IT Jobs,,2025-12-05 01:17:42+00:00,,"Skill - GCP Data Engineer Location - Pune, Bangalore, Kolkata & Gurgaon Years of Experience - 4-8 Years Job Responsibility - Job Accountabilities - Hands on Experience in GCP Data Components (BigQuery / Data fusion / Cloudsql etc) - Data Lake and Data Warehouse Understanding - Manage DevOps lifecycle of project (Code Repository, Build, Release) - Good to have - end to end BI Landscape knowledge - Participate in unit and integration testing - Interaction with business users for Requirement under…",sql,1,0
Senior Data Engineer,dunnhumby,India,IT Jobs,,2025-11-27 09:46:32+00:00,,"Retail Media is transforming how advertisers connect with consumers through personalized and targeted campaigns across retailers' digital and physical touchpoints. Retail Media Measurement plays a pivotal role in ensuring the effectiveness of these campaigns, driving value for advertisers, retailers, and consumers alike. This role focuses on designing, building, and scaling solutions that enable the accurate measurement of retail media campaigns across various channels. By providing actionable …",,0,0
Senior Data Scientist,Nomiso,"Hyderabad, Telangana",IT Jobs,,2025-11-06 03:03:21+00:00,,"About Company : Nomiso is a product and services engineering company. We are a team of Software Engineers, Architects, Managers, and Cloud Experts with expertise in Technology and Delivery Management. Our mission is to Empower and Enhance the lives of our customers, through efficient solutions for their complex business problems. At Nomiso we encourage entrepreneurial spirit - to learn, grow and improve. A great workplace, thrives on ideas and opportunities. That is a part of our DNA. We’re in …",,0,0
Senior Data Analyst,VMock,India,IT Jobs,,2025-12-11 09:27:41+00:00,,"About the Role We are looking for a Sr. Data Analyst who can transform complex, non-numerical datasets into meaningful insights using a blend of data analytics and large language model (LLM) capabilities. This role is ideal for someone who is passionate about analyzing text, audio, and video data , skilled at leveraging prompt engineering for deeper qualitative insights, and can bridge the gap between AI-driven analysis and business problem-solving. Key Responsibilities Analyze and interpret un…",,0,0
MarTech & Data Engineer,C2comms,India,"PR, Advertising & Marketing Jobs",,2025-12-19 08:57:41+00:00,,"We are looking for a MarTech & Data Engineer to join our team and help drive data-led marketing outcomes. This role is not a traditional data engineer position — it combines deep understanding of Martech tools, Customer Data Platforms (CDPs), Campaign Analytics, and Data Automation to support and scale personalized marketing initiatives. If you're passionate about using data and marketing tech to optimize customer experiences and campaign performance, this role is for you. Responsibilities: Own…",,0,0
Senior Data Scientist,Altysys,"Pune, Maharashtra",IT Jobs,,2025-12-19 08:54:20+00:00,,"Job Title: Senior Data Scientist Location: Hyderabad / Pune Experience: 8 Years (Senior Level) Compensation: ₹2.6 Lakh per month Qualification: Bachelor’s / Master’s Data Science, Artificial Intelligence & Machine Learning (AI/ML), Statistics, Mathematics, or related fields About the Role: We are looking for an experienced Senior Data Scientist to lead and deliver advanced analytics and AI/ML solutions. The ideal candidate will work on large-scale datasets, build production-grade machine learni…","machine learning, statistics",2,0
Senior Data Engineer,INFONET,India,IT Jobs,,2025-12-11 09:25:07+00:00,,"About InfoNet: InfoNet is an innovative technology solutions company helping organizations make data-driven decisions through advanced analytics, AI, and optimization. Job Description: We are looking for Senior Data Engineer who are exceptional with Python and have a strong track record of converting analytical logic into robust, scalable data workflows. This role is ideal for someone who can understand complex analyses (often built in Excel/PPT) and translate them into clean, production-ready …","python, excel",2,0
Data Quality Specialist,Mastech Digital,India,IT Jobs,,2025-12-12 09:50:52+00:00,,"Job Title: ETL & Data Quality Specialist Location: Chennai/ Bangalore/ Hyderabad(Primarily looking for Local's. Open for remote candidates as well) Experience: 10 years Budget: Open to discuss Notice Period: Immediate joiner/ Serving notice with less than 30 days/Notice is less than 20 days Professional Summary Seasoned ETL and Data Quality Specialist with 10 years of experience delivering robust, scalable data integration and data quality frameworks across enterprise environments. Strong hands…",,0,0
Data Product Manager,Times Internet,"Noida, Ghaziabad",IT Jobs,,2025-12-10 16:48:39+00:00,,"About Times Internet: At Times Internet, we create premium digital products that simplify and enhance the lives of millions. As India’s largest digital products company, we have a significant presence across a wide range of categories, including News, Sports, Fintech, and Enterprise solutions. Our portfolio features market-leading and iconic brands such as TOI, ET, NBT, Cricbuzz, Times Prime, Times Card, Indiatimes, Whatshot, Abound, Willow TV, Techgig and Times Mobile among many more. Each of …",,0,0
Staff Data Engineer,ANSR Summit Consulting,"Gurgaon, Haryana",IT Jobs,,2024-12-10 06:34:05+00:00,,"Role and Responsibilities: Participate in the entire data pipeline lifecycle, focusing on building data lakes, data warehouses and related processes Contribute to the design and documentation of our data lake platform Partner with Sr staff on the development and maintenance of data governance policies and procedures that ensure data quality, accuracy, consistency, and privacy. Mentor other data engineers, providing technical guidance, and ensuring that team members have the necessary skills and…",,0,0
Principal Data Scientist,NorthStar HR Consultants,"Pune, Maharashtra",IT Jobs,contract,2025-12-10 16:54:19+00:00,,"Job Title - Principal Data Scientist Job Location - Pune, Maharashtra Salary Budget - INR 55 lacs As part of our team, you'll be tasked with handling substantial datasets to develop machine learning models catering to our enterprise clients. Your role will also involve contributing to the development of foundational models for our product. To excel in this position, you should possess a strong analytical aptitude, with a deep understanding of data analysis, mathematics, and statistics. Critical…","machine learning, data analysis, excel, statistics",4,0
Senior Data Scientist,Netsmart India,"Bangalore, Karnataka",IT Jobs,,2025-12-13 09:39:54+00:00,,"Job Summary: We are seeking a Senior Data Scientist – Gen AI with hands-on experience in building and deploying data-driven solutions. You will work closely with cross-functional teams to extract insights, develop machine learning models, and deploy scalable analytics solutions across various cloud platforms. As a Senior Data Scientist – Gen AI, you’ll play a key role in harnessing data to drive better outcomes, improve performance, and enhance the lives of those served by our clients. Key Resp…",machine learning,1,0
Lead Data Analyst,SPIRO,"Bangalore, Karnataka",IT Jobs,,2025-11-28 09:40:33+00:00,,"Job Title: Senior Data Analytics About the Role Spiro is seeking a highly skilled and strategic Senior Data Analytics professional to lead our data-driven decision-making across customer experience. You will play a pivotal role in shaping how Spiro measures success, optimizes processes, and scales efficiently. This role requires a blend of strong technical acumen, analytical thinking, and business understanding to turn complex data into actionable insights and strategies. If you are a proactive…",,0,0
Senior Data Engineer,LatentView Analytics,"Chennai, Tamil Nadu",IT Jobs,,2025-12-13 09:39:21+00:00,,"Job Summary: We’re looking for an experienced Data Engineer to design and deliver scalable, cloud-native data solutions that power analytics and decision-making across a multi-ERP enterprise landscape. This role is a blend of architecture, hands-on engineering, and solution delivery , leveraging Snowflake, Power BI, Azure , and modern ELT frameworks like Matillion or DBT . Responsibilities: Design and implement high-performance, cloud-native data pipelines for large-scale data ingestion, transf…",,0,0
Azure Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-11-26 09:49:54+00:00,,"Greetings from TCS! Job Title: Azure Data Engineer Required Skillset: Data Lake architecture, Azure Services – ADLS, ADF, Azure Databricks, Synapse Location: Kolkata/Bangalore Experience Range: 6-10 years Job Description Must-Have Build the solution for optimal extraction, transformation, and loading of data from a wide variety of data sources using Azure data ingestion and transformation components. Following technology skills are required – Advanced working SQL knowledge and experience workin…",sql,1,0
Senior Data Engineer,Simpel Techlabs Pvt. Ltd.,"Bangalore, Karnataka",IT Jobs,,2025-12-21 08:13:25+00:00,,"Job Summary We are looking for a skilled Senior Data Engineer with 2–4 years of experience to join our team. The role is hands-on and focuses on building, optimizing, and supporting scalable big data solutions using modern data engineering technologies and cloud platforms. You will work closely with cross-functional teams in an Agile environment to deliver high-quality data solutions. Key Responsibilities - Design, develop, implement, and support scalable and high-performance data engineering s…",,0,0
Senior Data Scientist,Integrated Wireless Solutions,India,IT Jobs,,2025-12-12 09:53:26+00:00,,"Exp: 8 Years Budget: 20-30 LPA Location: Gurgaon (Hybrid) Job Summary: We are seeking a highly experienced Senior Data Scientist with 7-8 years of hands-on expertise in Python, Advanced Analytics, Generative AI (GenAI) technologies, and AWS storage solutions. The ideal candidate should also have knowledge of BI tool implementation, along with a good understanding of CSS for data presentation. Data visualization skills are a plus. Key Responsibilities: Develop and deploy advanced analytics model…",python,1,0
Azure Data Engineer,Tata Consultancy Services,India,IT Jobs,,2025-11-26 09:53:01+00:00,,"Role : Azure Data Engineer – Databricks, DBT Required Technical Skill Set : Data Lake architecture, Azure Services – ADLS, ADF, Azure Databricks, Synapse Experience : 6 to 8 years Location : PAN India Job Description : Must-Have:- Build the solution for optimal extraction, transformation, and loading of data from a wide variety of data sources using Azure data ingestion and transformation components. Following technology skills are required – Advanced working SQL knowledge and experience workin…",sql,1,0
Lead Data Engineer,EXL,India,IT Jobs,,2025-12-06 09:41:14+00:00,,"Role: Lead Data Engineer Exp: 8 Location: All EXL Location Work Mode: Hybrid Responsibilities: •Design, develop, test, and deploy data integration processes (batch or real-time) using tools such as Microsoft SSIS, Azure Data Factory, Databricks, Matillion, Airflow, Sqoop, etc. • Create functional & technical documentation – e.g. ETL architecture documentation, unit testing plans and results, data integration specifications, data testing plans, etc. • Provide a consultative approach with busines…",,0,0
Senior Data Analyst,Beebom,"Noida, Ghaziabad",IT Jobs,,2025-11-20 08:19:15+00:00,,"Beebom is hiring a Senior Data Analyst for our in-house Tech team to work on our new product, Beebom’s Gadgets. In this role, you will own the analytics function end-to-end — from data exploration to driving measurable business impact. You’ll take ownership of analyzing data, understanding user behavior, and tracking product performance to guide data-driven decisions across the organization. You will be responsible for collecting, organizing, analyzing, and visualizing data, ensuring it is accu…",,0,0
Data Protection Officer,LifeCell International Pvt.Ltd,India,IT Jobs,,2025-12-08 10:32:51+00:00,,"We are seeking an experienced Data Protection Officer (DPO) to lead our organisation’s compliance with the Digital Personal Data Protection (DPDP) Act, 2023 and all applicable privacy regulations. The DPO will oversee data governance across digital platforms, healthcare systems, e-commerce, CRM, and operational applications. Key Responsibilities: Ensure full compliance with DPDP Act and internal data-privacy policies. Conduct privacy risk assessments, data audits, and maintain Records of Proces…",,0,0
GCP Data Engineer,Brillio,"Bangalore, Karnataka",IT Jobs,,2025-11-28 09:47:22+00:00,,"We’re Hiring: GCP Senior Data Engineer! Do you love building scalable data pipelines and working with cutting‑edge cloud technologies? Join our team and make an impact by designing solutions that power data‑driven decisions. Key Responsibilities Design and develop robust, scalable data pipelines and solutions Collaborate with cross‑functional teams to deliver high‑quality data products Implement cloud‑based data engineering solutions on GCP (BigQuery, Pub/Sub, Dataflow, Composer, Cloud Storage)…",,0,0
Senior Data Analyst,Latinem Private Limited,"Hyderabad, Telangana",IT Jobs,,2025-12-03 09:00:05+00:00,,"Job Summary: The Senior Database Analyst plays a critical role in ensuring data integrity, optimizing database performance, and delivering analytical insights to support strategic business decisions. This role involves advanced data modelling, database development, performance tuning, and collaborating with cross-functional teams to turn raw data into actionable intelligence. Key Responsibilities: Design, implement, and optimize complex SQL queries, stored procedures, and data models for report…",sql,1,0
GCP Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-11-26 09:53:35+00:00,,"Greetings TCS is hiring Role: GCP Data Engineer EXP: 6 - 10 YEARS LOCATION: Bangalore/ Chennai/ Hyderabad/ Delhi Notice Period- Immediate Joiner Desired Skills -Technical/Behavioral Must-Have GCP, Big Query, Dataflow, Data Proc, Cloud SQL, Cloud Spanner, Pub/Sub, ETL, Apache airflow, Python, Pandas and NumPy Extensive knowledge of SQL & relational databases, object-oriented scripting languages such as Python, Java Experience in writing relational and multi-dimensional queries Experience in data…","python, sql, pandas, numpy",4,0
GCP Data Engineer,Tata Consultancy Services,"Delhi, India",IT Jobs,,2025-11-26 09:58:18+00:00,,"Greetings TCS is hiring Role: GCP Data Engineer EXP: 6 - 10 YEARS LOCATION: Bangalore/ Chennai/ Hyderabad/ Delhi Notice Period- Immediate Joiner Desired Skills -Technical/Behavioral Must-Have GCP, Big Query, Dataflow, Data Proc, Cloud SQL, Cloud Spanner, Pub/Sub, ETL, Apache airflow, Python, Pandas and NumPy Extensive knowledge of SQL & relational databases, object-oriented scripting languages such as Python, Java Experience in writing relational and multi-dimensional queries Experience in data…","python, sql, pandas, numpy",4,0
Data Quality Analyst,Optimum Solutions Pte Ltd,"Pune, Maharashtra",IT Jobs,,2025-12-06 01:32:45+00:00,,"Note : This is not a Testing role. Kindly go through the JD before applying 3–7 years of hands-on experience in data quality, data integration, or data governance roles. Strong SQL expertise to handle complex queries. Strong expertise in Informatica Intelligent Cloud Services (IICS) , with practical experience in Cloud Data Quality (CDQ), Cloud Data Integration (CDI), Cloud Data Preparation (CDP), and Cloud Data Governance & Catalog (CDGC) . Proficiency in Databricks for advanced analytics and …",sql,1,0
GCP Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-11-26 09:57:09+00:00,,"Greetings TCS is hiring Role: GCP Data Engineer EXP: 6 - 10 YEARS LOCATION: Bangalore/ Chennai/ Hyderabad/ Delhi Notice Period- Immediate Joiner Desired Skills -Technical/Behavioral Must-Have GCP, Big Query, Dataflow, Data Proc, Cloud SQL, Cloud Spanner, Pub/Sub, ETL, Apache airflow, Python, Pandas and NumPy Extensive knowledge of SQL & relational databases, object-oriented scripting languages such as Python, Java Experience in writing relational and multi-dimensional queries Experience in data…","python, sql, pandas, numpy",4,0
Azure Data Engineer,PwC India,"Bangalore, Karnataka",IT Jobs,,2025-12-03 09:00:09+00:00,,"Skill - Azure Data Engineer/ Architect Years of Experience - 4-12 years Location - Bangalore, Pune, Gurgaon, Kolkata & Ahmedabad Job responsibility- Hands on Experience in Azure Data Components like ADF / Databricks / Azure SQL - Good Programming Logic Sense in SQL - Good PySpark knowledge for Azure Data Bricks - Data Lake and Data Warehouse Concept Understanding - Unit and Integration testing understanding - Good communication skill to express thoghts and interact with business users - Underst…",sql,1,0
Senior Data Engineer,Emeritus,India,IT Jobs,,2025-12-12 09:53:34+00:00,,"Senior Data Engineer Location: Remote Company: Emeritus About Emeritus At Emeritus, we're committed to teaching you the skills of the future by making high-quality education accessible and affordable. We achieve this by collaborating with more than 80 top-tier universities across the United States, Europe, Latin America, Southeast Asia, India, and China. Our short courses, degree programs, professional certificates, and senior executive programs help you learn new skills and transform your life…",,0,0
AWS Data Engineer,ValueMomentum,"Hyderabad, Telangana",IT Jobs,,2025-12-03 08:59:08+00:00,,"Job Title: SSE – Data Engineer Primary Skill: Python, Pyspark Mandatory, StepFunctions, Lamda, Iceberg, Lake Formation and AWS Services and pipelines and experience in data implementation and medallion architecture. Location: Hyderabad/ Pune/ Coimbatore Experience: 4 - 8 years of experience Mode of Work: 5 Days Work from office Job Summary: We are looking for a Senior Data Engineer who will be responsible for building AWS Data pipelines as per requirements. Should have strong analytical skills,…",python,1,0
Data Quality Analyst,Beinex,"Bangalore, Karnataka",IT Jobs,,2025-11-15 10:58:51+00:00,,"Qualification Bachelor’s degree in Data Science, Computer Science, or Information Management. Job Description We are looking for a Data Quality Analyst to ensure that enterprise data meets business, operational, and compliance standards. The role focuses on profiling, monitoring, and remediating data quality issues through well-defined DQ rules, metrics, and dashboards. Responsibilities Define, implement, and monitor data quality rules across domains and systems. Conduct profiling and root-caus…",,0,0
Principal Data Engineer,MakeMyTrip,India,IT Jobs,,2025-12-09 08:57:59+00:00,,"Role: Principal Data Engineer Location: Gurgaon Years of Experience: 8-10 Years About Role: We are looking for experienced Data engineers with excellent problem-solving skills to develop machine-learning powered Data Products design to enhance customer experiences. About us: Nurtured from the seed of a single great idea - to empower the traveler - MakeMyTrip went on to pioneer India’s online travel industry Founded in the year 2000 by Deep Kalra, MakeMyTrip has since transformed how India trave…",excel,1,0
Senior Data Engineer,Sonatype,"Hyderabad, Telangana",IT Jobs,,2025-12-03 08:59:14+00:00,,"Sonatype is the software supply chain security company. We provide the world’s best end-to-end software supply chain security solution, combining the only proactive protection against malicious open source, the only enterprise grade SBOM management and the leading open source dependency management platform. This empowers enterprises to create and maintain secure, quality, and innovative software at scale. As founders of Nexus Repository and stewards of Maven Central, the world’s largest reposit…",,0,0
AWS Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-12-19 08:54:32+00:00,,"TCS is Hiring AWS Data Engineer For Hyderabad Location Role: AWS Data Engineer (Scala or Pyspark) Location: Hyderabad Experience: 5 to 10 years Interview Mode: Walk-in Job Description Hands-on experience in Glue, Pyspark Experience on EMR, S3, IAM, Lambda, Cloud formation, Python AMI Rehydration, Python, ELB and other AWS components knowledge AWS monitoring setup and building the traffic dashboard and SNOW incidents for AWS related traffic and services CI/CD build and deployment support Ensure …",python,1,0
Big Data Developer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-18 02:35:14+00:00,,"Role - Developer - BigData and Hadoop Ecosystems E2 Experience Range - 6 to 8 years Location - Bangalore / Chennai / Hyderabad / Mumbai / Indore / Ahmedabad Must-Have: Expert in building distributed and highly parallelized big data processing pipeline which process massive amount of data (both structured and unstructured data) in near real-time using various tools like Hadoop, Spark, Scala, Hive, Scoop, Oozie, Git, bitbucket & Jenkins Expert in Leveraging Spark & Scala to enrich and transform c…",,0,0
Senior Data Engineer,Cargill,"Richmond Town, Bangalore",IT Jobs,,2025-12-18 09:15:09+00:00,,"Job Purpose and Impact We are seeking a highly experienced Senior Engineer with strong expertise across API engineering, platform development, and data engineering . The ideal candidate will design, build, and optimize scalable services, data pipelines, and digital platforms that power enterprise applications. This role requires deep technical proficiency, strong architectural thinking, and the ability to collaborate with cross-functional teams to deliver high-quality, reliable, and secure solu…",,0,0
Senior Data Engineer,Synechron,"Bangalore, Karnataka",IT Jobs,,2025-12-03 09:00:07+00:00,,"Good-day, We have opprotunity for AWS Data Engineer. Job Role: AWS Data Engineer Job Location: Synechron ( Bengaluru) Experience- 7 to 12 years Notice : Immediate joiner . About Company: At Synechron, we believe in the power of digital to transform businesses for the better. Our global consulting firm combines creativity and innovative technology to deliver industry-leading digital solutions. Synechron’s progressive technologies and optimization strategies span end-to-end Artificial Intelligenc…",,0,0
Staff Data Engineer,Persistent Systems,"Bangalore, Karnataka",IT Jobs,,2025-12-18 02:40:37+00:00,,"About Position: We are seeking for Staff Data Engineer with hands on experience in AWS, Data Warehousing, SQL, etc., Role: Staff Data Engineer Location: Bangalore Experience: 8 to 12 Years Job Type: Full Time Employment What You'll Do: Develop highly reliable data pipelines and data platforms with comprehensive test coverage with limited supervision. Contribute to the technical design for system enhancements. Apply deployment mechanisms for CI/CD pipelines and Release Management on data platfor…",sql,1,0
AWS Data Engineer,Tata Consultancy Services,India,IT Jobs,,2025-12-11 09:25:19+00:00,,"Greetings from TCS! TCS has always been in the spotlight for being adept in the next big technologies. What we can offer you is a space to explore varied technologies and quench your techie soul. We are hiring AWS Data Engineer for Kolkata/Bangalore Location. Role: Data Engineer Required Skill Set: AWS Data engineering ( EC2, S3, RDS), Python, Data analysis, Data warehousing concepts, Concepts and implementation experience of API, Problem-Solving and Analytical Skills Collaboration and Communic…","python, data analysis",2,0
Data Science Engineer,Populus Empowerment Network,"Chennai, Tamil Nadu",IT Jobs,,2025-11-26 09:53:53+00:00,,"Key Responsibilities : Develop and maintain backend systems for data processing and analytics Implement and optimize machine learning models for OCR and NLP applications Leverage Python and related frameworks to process large datasets efficiently Work with data engineering teams to integrate data pipelines and data sources into backend systems Design, implement, and deploy robust, scalable, and secure backend services Apply Data Science concepts to analyze, interpret, and leverage data for acti…","python, machine learning",2,0
Lead Data Scientist,Infogain,"Noida, Ghaziabad",IT Jobs,,2025-12-06 01:27:11+00:00,,"Role Overview: Drive data science strategy, lead a team, and deliver AI/ML solutions to solve complex business problems. Key Responsibilities: Lead and mentor data science team. Develop and deploy predictive models and ML algorithms. Collaborate with engineering and business teams for implementation. Communicate insights to stakeholders clearly. Stay updated on emerging data science trends. Qualifications: Master’s/Ph.D. in Data Science, Computer Science, or related field. 10 years in data scie…",,0,0
Azure Data Engineer,Tata Consultancy Services,India,IT Jobs,,2025-12-21 08:12:11+00:00,,"Inviting Applications for Azure data Engineer Job description: Job Title: Azure data Engineer Location: Hyderabad/Bangalore/pune Experience Range: 6-10 yrs JD: You have experience in using the concepts/components in a production environment: Azure Data Factory Azure Data Lake Storage Azure Functions Databricks using Scala (or Python) Build and deploy with Azure DevOps Set up data quality and monitoring Develop unit tests (TDD) Data modelling (like data Vault, dimensional modelling) and SQL The …","python, sql",2,0
Senior Data Analyst,Ferguson,"Bangalore, Karnataka",IT Jobs,,2025-11-04 07:00:09+00:00,,"About Ferguson: Since 1953, Ferguson has been a source of quality supplies for a variety of industries. Together We Build Better infrastructure, better homes and better businesses. We exist to make our customers complex projects simple, successful, and sustainable. We proactively solve problems, adapt and grow to continuously serve our customers, communities and each other. Ferguson is proud to provide best-in-class products, service and capabilities across the following industries: Commercial/…",,0,0
Senior Data Analyst,Intellistaff Services Pvt. Ltd,"Hyderabad, Telangana",IT Jobs,,2025-12-20 09:02:28+00:00,,"Role: Data Governance Analyst (Data Analyst) Location: Hyderabad Fulltime: Hybrid (3 days to office) Experience :6 Required: Education: Bachelor's degree in computer science, Information Technology/Systems, Data Science, or a related field. Master's degree preferred. Experience: Minimum of 6 years of experience in IT governance, data governance, and AI project oversight, or related roles. Strong understanding of regulatory compliance, risk management, and ethical AI practices. Technical Skills:…",,0,0
